SM_Exgauster\[0:17],Подшипник 2,Вибрация,Осевая,vibration_axial,Осевая вибрация подшипника №2. Эксгаустер №4,analog,1.111111164093018
SM_Exgauster\[0:18],Подшипник 7,Вибрация,Горизонтальная,vibration_horizontal,Горизонтал вибрация подшипника №7. Эксгаустер №4,analog,1.336805582046509
SM_Exgauster\[0:19],Подшипник 7,Вибрация,Вертикальная,vibration_vertical,Вертикал вибрация подшипника №7. Эксгаустер №4,analog,1.238425850868225
SM_Exgauster\[0:20],Подшипник 7,Вибрация,Осевая,vibration_axial,Осевая вибрация подшипника №7. Эксгаустер №4,analog,2.424768447875977
SM_Exgauster\[0:21],Подшипник 8,Вибрация,Горизонтальная,vibration_horizontal,Горизонтал вибрация подшипника №8. Эксгаустер №4,analog,1.024305582046509
SM_Exgauster\[0:22],Подшипник 8,Вибрация,Вертикальная,vibration_vertical,Вертикал вибрация подшипника №8. Эксгаустер №4,analog,0.6770833730697632
SM_Exgauster\[0:23],Подшипник 8,Вибрация,Осевая,vibration_axial,Осевая вибрация подшипника №8. Эксгаустер №4,analog,1.85185182094574
SM_Exgauster\[0:24],Газовый коллектор,None,None,temperature_before,Температура перед эксгаустером №3,analog,101.4423522949219
SM_Exgauster\[0:25],Газовый коллектор,None,None,temperature_before,Температура перед эксгаустером №4,analog,105.9423599243164
SM_Exgauster\[0:27],Подшипник 1,Температура нагрева,Температура,temperature,Температура нагрева подшипника №1 (ротора привода эксгаустера №3),analog,48.69999694824219
SM_Exgauster\[0:28],Подшипник 2,Температура нагрева,Температура,temperature,Температура нагрева подшипника №2 (ротора привода эксгаустера №3),analog,47.69999694824219
SM_Exgauster\[0:29],Подшипник 3,Температура нагрева,Температура,temperature,Температура нагрева подшипника №3 (редуктор эксгаустера). Эксгаустер №3,analog,42.29999542236328
SM_Exgauster\[0:30],Подшипник 4,Температура нагрева,Температура,temperature,Температура нагрева подшипника №4 (редуктор эксгаустера №3),analog,45.80000305175781
SM_Exgauster\[0:31],Подшипник 5,Температура нагрева,Температура,temperature,Температура нагрева подшипника №5 (редуктор эксгаустера №3),analog,41.59999847412109
SM_Exgauster\[0:32],Подшипник 6,Температура нагрева,Температура,temperature,Температура нагрева подшипника №6 (редуктор эксгаустера №3),analog,40
SM_Exgauster\[0:33],Подшипник 7,Температура нагрева,Температура,temperature,Температура нагрева подшипника №7 (ротор эксгаустера №3),analog,32.59999847412109
SM_Exgauster\[0:34],Подшипник 8,Температура нагрева,Температура,temperature,Температура нагрева подшипника №8 (ротор эксгаустера №3),analog,40.40000152587891
SM_Exgauster\[0:35],Подшипник 9,Температура нагрева,Температура,temperature,Температура нагрева подшипника №9 (ротор эксгаустера №3),analog,39.40000152587891
SM_Exgauster\[0:36],Охладитель,Вода,None,temperature_before,Температура воды до охладителя. Эксгаустер №3,analog,23.29999542236328
SM_Exgauster\[0:37],Охладитель,Вода,None,temperature_after,Температура воды на выходе охладителя. Эксгаустер №3,analog,25.80000305175781
SM_Exgauster\[0:41],Охладитель,Масло,None,temperature_before,Температура масла до охладителя. Эксгаустер №3,analog,36.40000152587891
SM_Exgauster\[0:42],Охладитель,Масло,None,temperature_after,Температура масла после охладителя. Эксгаустер №3,analog,35
SM_Exgauster\[0:43],Подшипник 1,Температура нагрева,Температура,temperature,Температура нагрева подшипника №1 (ротора привода эксгаустера №4),analog,51.30000305175781
SM_Exgauster\[0:44],Подшипник 2,Температура нагрева,Температура,temperature,Температура нагрева подшипника №2 (ротора привода эксгаустера №4),analog,54.29999542236328
SM_Exgauster\[0:45],Подшипник 3,Температура нагрева,Температура,temperature,Температура нагрева подшипника №3 (редуктор эксгаустера №4),analog,45.30000305175781
SM_Exgauster\[0:47],Подшипник 4,Температура нагрева,Температура,temperature,Температура нагрева подшипника №4 (редуктор эксгаустера №4),analog,49.19999694824219
SM_Exgauster\[0:48],Подшипник 5,Температура нагрева,Температура,temperature,Температура нагрева подшипника №5 (редуктор эксгаустера №4),analog,44.70000457763672
SM_Exgauster\[0:49],Подшипник 6,Температура нагрева,Температура,temperature,Температура нагрева подшипника №6 (редуктор эксгаустера №4),analog,43.69999694824219
SM_Exgauster\[0:50],Подшипник 7,Температура нагрева,Температура,temperature,Температура нагрева подшипника №7 (ротор эксгаустера №4),analog,34.59999847412109
SM_Exgauster\[0:51],Подшипник 8,Температура нагрева,Температура,temperature,Температура нагрева подшипника №8 (ротор эксгаустера №4),analog,46.59999847412109
SM_Exgauster\[0:52],Подшипник 9,Температура нагрева,Температура,temperature,Температура нагрева подшипника №9 (ротор эксгаустера №4),analog,43.40000152587891
SM_Exgauster\[0:53],Охладитель,Вода,None,temperature_before,Температура воды до охладителя. Эксгаустер №4,analog,25.59999847412109
SM_Exgauster\[0:54],Охладитель,Вода,None,temperature_after,Температура воды на выходе охладителя. Эксгаустер №4,analog,23.40000152587891
SM_Exgauster\[0:59],Охладитель,Масло,None,temperature_before,Температура масла до охладителя. Эксгаустер №4,analog,33.70000457763672
SM_Exgauster\[0:60],Охладитель,Масло,None,temperature_after,Температура масла после охладителя. Эксгаустер №4,analog,40.40000152587891
SM_Exgauster\[0:61],Газовый коллектор,None,None,underpressure_before,Разрежение перед эксгаустером №3,analog,781.25
SM_Exgauster\[0:62],Газовый коллектор,None,None,underpressure_before,Разрежение перед эксгаустером №4,analog,789.2071533203125
SM_Exgauster\[0.0],Работа эксгаустера,None,None,work,46 Работа Эксгаустера №3,digital,1
SM_Exgauster\[0.1],Работа эксгаустера,None,None,work,62 Работа Эксгаустера №4,digital,1
SM_Exgauster\[1:0],Маслосистема,None,None,oil_level,Уровень масла в маслосистеме эксгаустера №3,analog,69.5
SM_Exgauster\[1:1],Маслосистема,None,None,oil_pressure,Давление масла в маслосистеме эксгаустера №3,analog,0.8019999861717224
SM_Exgauster\[1:2],Главный привод,None,None,rotor_current,Ток ротора эксгаустера №3,analog,1907
SM_Exgauster\[1:3],Главный привод,None,None,stator_current,Ток статора эксгаустера №3,analog,2014
SM_Exgauster\[1:4],Главный привод,None,None,rotor_voltage,Напряжение ротора эксгаустера №3,analog,-2
SM_Exgauster\[1:5],Главный привод,None,None,stator_voltage,Напряжение статора эксгаустера №3,analog,107
SM_Exgauster\[1:6],Положение задвижки,None,None,gas_valve_position,Положение задвижки газ Эксгаустера №3,analog,10
SM_Exgauster\[1:7],Маслосистема,None,None,oil_level,Уровень масла в маслосистеме Эксгаустера №4,analog,69.69999694824219
SM_Exgauster\[1:8],Маслосистема,None,None,oil_pressure,Давление масла в маслосистеме Эксгаустера №4,analog,0.9089999794960022
SM_Exgauster\[1:9],Главный привод,None,None,rotor_current,Ток ротора Эксгаустера №4,analog,999
SM_Exgauster\[1:10],Главный привод,None,None,stator_current,Ток статора Эксгаустера №4,analog,1913
SM_Exgauster\[1:11],Главный привод,None,None,rotor_voltage,Напряжение ротора Эксгаустера №4,analog,2
SM_Exgauster\[1:12],Главный привод,None,None,stator_voltage,Напряжение статора Эксгаустера №4,analog,107
SM_Exgauster\[1:13],Положение задвижки,None,None,gas_valve_position,Положение задвижки газ Эксгаустера №4,analog,10
SM_Exgauster\[1.1],Положение задвижки,None,None,gas_valve_closed,ЗАКРЫТО задвижка газ Эксгаустер №3,digital,0
SM_Exgauster\[1.2],Положение задвижки,None,None,gas_valve_open,ОТКРЫТО задвижка газ Эксгаустер №3,digital,1
SM_Exgauster\[1.6],Положение задвижки,None,None,gas_valve_closed,ЗАКРЫТО задвижка газ Эксгаустер №4,digital,0
SM_Exgauster\[1.7],Положение задвижки,None,None,gas_valve_open,ОТКРЫТО задвижка газ Эксгаустер №4,digital,1
SM_Exgauster\[2:0],Подшипник 1,Вибрация,Горизонтальная,vibration_horizontal,Горизонтал вибрация подшипника №1. Эксгаустер №1,analog,0.2372685223817825
SM_Exgauster\[2:1],Подшипник 1,Вибрация,Вертикальная,vibration_vertical,Вертикал вибрация подшипника №1. Эксгаустер №1,analog,0.2893518507480621
SM_Exgauster\[2:2],Подшипник 1,Вибрация,Осевая,vibration_axial,Осевая вибрация подшипника №1. Эксгаустер №1,analog,0.2719907462596893
SM_Exgauster\[2:3],Подшипник 2,Вибрация,Горизонтальная,vibration_horizontal,Горизонтал вибрация подшипника №2. Эксгаустер №1,analog,0.3473655879497528
SM_Exgauster\[2:4],Подшипник 2,Вибрация,Вертикальная,vibration_vertical,Вертикал вибрация подшипника №2. Эксгаустер №1,analog,0.5844907760620117
SM_Exgauster\[2:5],Подшипник 2,Вибрация,Осевая,vibration_axial,Осевая вибрация подшипника №2. Эксгаустер №1,analog,0.2141203731298447
SM_Exgauster\[2:6],Подшипник 7,Вибрация,Горизонтальная,vibration_horizontal,Горизонтал вибрация подшипника №7. Эксгаустер №1,analog,0.4571759402751923
SM_Exgauster\[2:7],Подшипник 7,Вибрация,Вертикальная,vibration_vertical,Вертикал вибрация подшипника №7. Эксгаустер №1,analog,1.051409125328064
SM_Exgauster\[2:8],Подшипник 7,Вибрация,Осевая,vibration_axial,Осевая вибрация подшипника №7. Эксгаустер №1,analog,1.27314817905426
SM_Exgauster\[2:9],Подшипник 8,Вибрация,Горизонтальная,vibration_horizontal,Горизонтал вибрация подшипника №8. Эксгаустер №1,analog,0.4976851940155029
SM_Exgauster\[2:10],Подшипник 8,Вибрация,Вертикальная,vibration_vertical,Вертикал вибрация подшипника №8. Эксгаустер №1,analog,0.2604166567325592
SM_Exgauster\[2:11],Подшипник 8,Вибрация,Осевая,vibration_axial,Осевая вибрация подшипника №8. Эксгаустер №1,analog,0.8333333730697632
SM_Exgauster\[2:12],Подшипник 1,Вибрация,Горизонтальная,vibration_horizontal,Горизонтал вибрация подшипника №1. Эксгаустер №2,analog,1.313657522201538
SM_Exgauster\[2:13],Подшипник 1,Вибрация,Вертикальная,vibration_vertical,Вертикал вибрация подшипника №1. Эксгаустер №2,analog,1.793981552124023
SM_Exgauster\[2:14],Подшипник 1,Вибрация,Осевая,vibration_axial,Осевая вибрация подшипника №1. Эксгаустер №2,analog,2.401620388031006
SM_Exgauster\[2:15],Подшипник 2,Вибрация,Горизонтальная,vibration_horizontal,Горизонтал вибрация подшипника №2. Эксгаустер №2,analog,1.082175850868225
SM_Exgauster\[2:16],Подшипник 2,Вибрация,Вертикальная,vibration_vertical,Вертикал вибрация подшипника №2. Эксгаустер №2,analog,1.574074029922485
SM_Exgauster\[2:17],Подшипник 2,Вибрация,Осевая,vibration_axial,Осевая вибрация подшипника №2. Эксгаустер №2,analog,1.770833253860474
SM_Exgauster\[2:18],Подшипник 7,Вибрация,Горизонтальная,vibration_horizontal,Горизонтал вибрация подшипника №7. Эксгаустер №2,analog,0.6076388955116272
SM_Exgauster\[2:19],Подшипник 7,Вибрация,Вертикальная,vibration_vertical,Вертикал вибрация подшипника №7. Эксгаустер №2,analog,0.734953761100769
SM_Exgauster\[2:20],Подшипник 7,Вибрация,Осевая,vibration_axial,Осевая вибрация подшипника №7. Эксгаустер №2,analog,0.46875
SM_Exgauster\[2:21],Подшипник 8,Вибрация,Горизонтальная,vibration_horizontal,Горизонтал вибрация подшипника №8. Эксгаустер №2,analog,1.412037014961243
SM_Exgauster\[2:22],Подшипник 8,Вибрация,Вертикальная,vibration_vertical,Вертикал вибрация подшипника №8. Эксгаустер №2,analog,0.6770833730697632
SM_Exgauster\[2:23],Подшипник 8,Вибрация,Осевая,vibration_axial,Осевая вибрация подшипника №8. Эксгаустер №2,analog,1.626157522201538
SM_Exgauster\[2:24],Газовый коллектор,None,None,temperature_before,Температура перед эксгаустером №1,analog,113.6900482177734
SM_Exgauster\[2:25],Газовый коллектор,None,None,temperature_before,Температура перед эксгаустером №2,analog,115.2900466918945
SM_Exgauster\[2:27],Подшипник 1,Температура нагрева,Температура,temperature,Температура нагрева подшипника №1 (ротора привода эксгаустера №1),analog,62.5
SM_Exgauster\[2:28],Подшипник 2,Температура нагрева,Температура,temperature,Температура нагрева подшипника №2 (ротора привода эксгаустера №1),analog,57.50000762939453
SM_Exgauster\[2:29],Подшипник 3,Температура нагрева,Температура,temperature,Температура нагрева подшипника №3 (редуктор эксгаустера). Эксгаустер №1,analog,48.40000152587891
SM_Exgauster\[2:30],Подшипник 4,Температура нагрева,Температура,temperature,Температура нагрева подшипника №4 (редуктор эксгаустера №1),analog,51.60000610351562
SM_Exgauster\[2:31],Подшипник 5,Температура нагрева,Температура,temperature,Температура нагрева подшипника №5 (редуктор эксгаустера №1),analog,41.39999389648438
SM_Exgauster\[2:32],Подшипник 6,Температура нагрева,Температура,temperature,Температура нагрева подшипника №6 (редуктор эксгаустера №1),analog,42.59999847412109
SM_Exgauster\[2:33],Подшипник 7,Температура нагрева,Температура,temperature,Температура нагрева подшипника №7 (ротор эксгаустера №1),analog,38.90000152587891
SM_Exgauster\[2:34],Подшипник 8,Температура нагрева,Температура,temperature,Температура нагрева подшипника №8 (ротор эксгаустера №1),analog,42.09999847412109
SM_Exgauster\[2:35],Подшипник 9,Температура нагрева,Температура,temperature,Температура нагрева подшипника №9 (ротор эксгаустера №1),analog,42.69999694824219
SM_Exgauster\[2:36],Охладитель,Вода,None,temperature_before,Температура воды до охладителя. Эксгаустер №1,analog,25.39999961853027
SM_Exgauster\[2:37],Охладитель,Вода,None,temperature_after,Температура воды на выходе охладителя. Эксгаустер №1,analog,26.30000305175781
SM_Exgauster\[2:41],Охладитель,Масло,None,temperature_before,Температура масла до охладителя. Эксгаустер №1,analog,33.70000457763672
SM_Exgauster\[2:42],Охладитель,Масло,None,temperature_after,Температура масла после охладителя. Эксгаустер №1,analog,30.19999694824219
SM_Exgauster\[2:43],Подшипник 1,Температура нагрева,Температура,temperature,Температура нагрева подшипника №1 (ротора привода эксгаустера №2),analog,53.19999694824219
SM_Exgauster\[2:44],Подшипник 2,Температура нагрева,Температура,temperature,Температура нагрева подшипника №2 (ротора привода эксгаустера №2),analog,63.80000305175781
SM_Exgauster\[2:45],Подшипник 3,Температура нагрева,Температура,temperature,Температура нагрева подшипника №3 (редуктор эксгаустера №2),analog,46.69999694824219
SM_Exgauster\[2:47],Подшипник 4,Температура нагрева,Температура,temperature,Температура нагрева подшипника №4 (редуктор эксгаустера №2),analog,45.5
SM_Exgauster\[2:48],Подшипник 5,Температура нагрева,Температура,temperature,Температура нагрева подшипника №5 (редуктор эксгаустера №2),analog,36.69999694824219
SM_Exgauster\[2:49],Подшипник 6,Температура нагрева,Температура,temperature,Температура нагрева подшипника №6 (редуктор эксгаустера №2),analog,37
SM_Exgauster\[2:50],Подшипник 7,Температура нагрева,Температура,temperature,Температура нагрева подшипника №7 (ротор эксгаустера №2),analog,33.60000610351562
SM_Exgauster\[2:51],Подшипник 8,Температура нагрева,Температура,temperature,Температура нагрева подшипника №8 (ротор эксгаустера №2),analog,37.40000152587891
SM_Exgauster\[2:52],Подшипник 9,Температура нагрева,Температура,temperature,Температура нагрева подшипника №9 (ротор эксгаустера №2),analog,40.20000457763672
SM_Exgauster\[2:53],Охладитель,Вода,None,temperature_before,Температура воды до охладителя. Эксгаустер №2,analog,24.80000305175781
SM_Exgauster\[2:54],Охладитель,Вода,None,temperature_after,Температура воды на выходе охладителя. Эксгаустер №2,analog,24.69999694824219
SM_Exgauster\[2:59],Охладитель,Масло,None,temperature_before,Температура масла до охладителя. Эксгаустер №2,analog,28.09999847412109
SM_Exgauster\[2:60],Охладитель,Масло,None,temperature_after,Температура масла после охладителя. Эксгаустер №2,analog,24.29999542236328
SM_Exgauster\[2:61],Газовый коллектор,None,None,underpressure_before,Разрежение перед эксгаустером №1,analog,778.3565063476562
SM_Exgauster\[2:62],Газовый коллектор,None,None,underpressure_before,Разрежение перед эксгаустером №2,analog,719.0393676757812
SM_Exgauster\[2.0],Работа эксгаустера,None,None,work,46 Работа эксгаустера №1,digital,1
SM_Exgauster\[2.1],Работа эксгаустера,None,None,work,62 Работа эксгаустера №2,digital,1
SM_Exgauster\[3:0],Подшипник 1,Вибрация,Горизонтальная,vibration_horizontal,Горизонтал вибрация подшипника №1. Эксгаустер №5,analog,1.151620388031006
SM_Exgauster\[3:1],Подшипник 1,Вибрация,Вертикальная,vibration_vertical,Вертикал вибрация подшипника №1. Эксгаустер №5,analog,1.134259223937988
SM_Exgauster\[3:2],Подшипник 1,Вибрация,Осевая,vibration_axial,Осевая вибрация подшипника №1. Эксгаустер №5,analog,0.8217592239379883
SM_Exgauster\[3:3],Подшипник 2,Вибрация,Горизонтальная,vibration_horizontal,Горизонтал вибрация подшипника №2. Эксгаустер №5,analog,1.163194417953491
SM_Exgauster\[3:4],Подшипник 2,Вибрация,Вертикальная,vibration_vertical,Вертикал вибрация подшипника №2. Эксгаустер №5,analog,1.412037014961243
SM_Exgauster\[3:5],Подшипник 2,Вибрация,Осевая,vibration_axial,Осевая вибрация подшипника №2. Эксгаустер №5,analog,0.9259259104728699
SM_Exgauster\[3:6],Подшипник 7,Вибрация,Горизонтальная,vibration_horizontal,Горизонтал вибрация подшипника №7. Эксгаустер №5,analog,0.8486007452011108
SM_Exgauster\[3:7],Подшипник 7,Вибрация,Вертикальная,vibration_vertical,Вертикал вибрация подшипника №7. Эксгаустер №5,analog,0.7002314925193787
SM_Exgauster\[3:8],Подшипник 7,Вибрация,Осевая,vibration_axial,Осевая вибрация подшипника №7. Эксгаустер №5,analog,2.037036895751953
SM_Exgauster\[3:9],Подшипник 8,Вибрация,Горизонтальная,vibration_horizontal,Горизонтал вибрация подшипника №8. Эксгаустер №5,analog,0.7304587960243225
SM_Exgauster\[3:10],Подшипник 8,Вибрация,Вертикальная,vibration_vertical,Вертикал вибрация подшипника №8. Эксгаустер №5,analog,0.4861111044883728
SM_Exgauster\[3:11],Подшипник 8,Вибрация,Осевая,vibration_axial,Осевая вибрация подшипника №8. Эксгаустер №5,analog,4.479166507720947
SM_Exgauster\[3:12],Подшипник 1,Вибрация,Горизонтальная,vibration_horizontal,Горизонтал вибрация подшипника №1. Эксгаустер №6,analog,0.7754629850387573
SM_Exgauster\[3:13],Подшипник 1,Вибрация,Вертикальная,vibration_vertical,Вертикал вибрация подшипника №1. Эксгаустер №6,analog,0.5266203880310059
SM_Exgauster\[3:14],Подшипник 1,Вибрация,Осевая,vibration_axial,Осевая вибрация подшипника №1. Эксгаустер №6,analog,0.2314814776182175
SM_Exgauster\[3:15],Подшипник 2,Вибрация,Горизонтальная,vibration_horizontal,Горизонтал вибрация подшипника №2. Эксгаустер №6,analog,0.6134259104728699
SM_Exgauster\[3:16],Подшипник 2,Вибрация,Вертикальная,vibration_vertical,Вертикал вибрация подшипника №2. Эксгаустер №6,analog,0.5497685074806213
SM_Exgauster\[3:17],Подшипник 2,Вибрация,Осевая,vibration_axial,Осевая вибрация подшипника №2. Эксгаустер №6,analog,1.215277791023254
SM_Exgauster\[3:18],Подшипник 7,Вибрация,Горизонтальная,vibration_horizontal,Горизонтал вибрация подшипника №7. Эксгаустер №6,analog,0.6307870149612427
SM_Exgauster\[3:19],Подшипник 7,Вибрация,Вертикальная,vibration_vertical,Вертикал вибрация подшипника №7. Эксгаустер №6,analog,0.5034722089767456
SM_Exgauster\[3:20],Подшипник 7,Вибрация,Осевая,vibration_axial,Осевая вибрация подшипника №7. Эксгаустер №6,analog,1.064814805984497
SM_Exgauster\[3:21],Подшипник 8,Вибрация,Горизонтальная,vibration_horizontal,Горизонтал вибрация подшипника №8. Эксгаустер №6,analog,0.4166666865348816
SM_Exgauster\[3:22],Подшипник 8,Вибрация,Вертикальная,vibration_vertical,Вертикал вибрация подшипника №8. Эксгаустер №6,analog,0.3071408271789551
SM_Exgauster\[3:23],Подшипник 8,Вибрация,Осевая,vibration_axial,Осевая вибрация подшипника №8. Эксгаустер №6,analog,0.6134259104728699
SM_Exgauster\[3:24],Газовый коллектор,None,None,temperature_before,Температура перед эксгаустером №5,analog,87.50775146484375
SM_Exgauster\[3:25],Газовый коллектор,None,None,temperature_before,Температура перед эксгаустером №6,analog,92.60023498535156
SM_Exgauster\[3:27],Подшипник 1,Температура нагрева,Температура,temperature,Температура нагрева подшипника №1 (ротора привода эксгаустера №5),analog,43.90000152587891
SM_Exgauster\[3:28],Подшипник 2,Температура нагрева,Температура,temperature,Температура нагрева подшипника №2 (ротора привода эксгаустера №5),analog,53.09999847412109
SM_Exgauster\[3:29],Подшипник 3,Температура нагрева,Температура,temperature,Температура нагрева подшипника №3 (редуктор эксгаустера). Эксгаустер №5,analog,43.30000305175781
SM_Exgauster\[3:30],Подшипник 4,Температура нагрева,Температура,temperature,Температура нагрева подшипника №4 (редуктор эксгаустера №5),analog,52.30000305175781
SM_Exgauster\[3:31],Подшипник 5,Температура нагрева,Температура,temperature,Температура нагрева подшипника №5 (редуктор эксгаустера №5),analog,48.29999542236328
SM_Exgauster\[3:32],Подшипник 6,Температура нагрева,Температура,temperature,Температура нагрева подшипника №6 (редуктор эксгаустера №5),analog,47.19999694824219
SM_Exgauster\[3:33],Подшипник 7,Температура нагрева,Температура,temperature,Температура нагрева подшипника №7 (ротор эксгаустера №5),analog,35.59999847412109
SM_Exgauster\[3:34],Подшипник 8,Температура нагрева,Температура,temperature,Температура нагрева подшипника №8 (ротор эксгаустера №5),analog,41.5
SM_Exgauster\[3:35],Подшипник 9,Температура нагрева,Температура,temperature,Температура нагрева подшипника №9 (ротор эксгаустера №5),analog,40.19999694824219
SM_Exgauster\[3:36],Охладитель,Вода,None,temperature_before,Температура воды до охладителя. Эксгаустер №5,analog,23.5
SM_Exgauster\[3:37],Охладитель,Вода,None,temperature_after,Температура воды на выходе охладителя. Эксгаустер №5,analog,-3276.800048828125
SM_Exgauster\[3:41],Охладитель,Масло,None,temperature_before,Температура масла до охладителя. Эксгаустер №5,analog,33.09999847412109
SM_Exgauster\[3:42],Охладитель,Масло,None,temperature_after,Температура масла после охладителя. Эксгаустер №5,analog,33.80000305175781
SM_Exgauster\[3:43],Подшипник 1,Температура нагрева,Температура,temperature,Температура нагрева подшипника №1 (ротора привода эксгаустера №6),analog,54.70000457763672
SM_Exgauster\[3:44],Подшипник 2,Температура нагрева,Температура,temperature,Температура нагрева подшипника №2 (ротора привода эксгаустера №6),analog,51
SM_Exgauster\[3:45],Подшипник 3,Температура нагрева,Температура,temperature,Температура нагрева подшипника №3 (редуктор эксгаустера №6),analog,51.90000915527344
SM_Exgauster\[3:47],Подшипник 4,Температура нагрева,Температура,temperature,Температура нагрева подшипника №4 (редуктор эксгаустера №6),analog,50.30000305175781
SM_Exgauster\[3:48],Подшипник 5,Температура нагрева,Температура,temperature,Температура нагрева подшипника №5 (редуктор эксгаустера №6),analog,55.29999542236328
SM_Exgauster\[3:49],Подшипник 6,Температура нагрева,Температура,temperature,Температура нагрева подшипника №6 (редуктор эксгаустера №6),analog,50.10000610351562
SM_Exgauster\[3:50],Подшипник 7,Температура нагрева,Температура,temperature,Температура нагрева подшипника №7 (ротор эксгаустера №6),analog,41.5
SM_Exgauster\[3:51],Подшипник 8,Температура нагрева,Температура,temperature,Температура нагрева подшипника №8 (ротор эксгаустера №6),analog,41
SM_Exgauster\[3:52],Подшипник 9,Температура нагрева,Температура,temperature,Температура нагрева подшипника №9 (ротор эксгаустера №6),analog,38.90000152587891
SM_Exgauster\[3:53],Охладитель,Вода,None,temperature_before,Температура воды до охладителя. Эксгаустер №6,analog,20.20000457763672
SM_Exgauster\[3:54],Охладитель,Вода,None,temperature_after,Температура воды на выходе охладителя. Эксгаустер №6,analog,-3276.800048828125
SM_Exgauster\[3:59],Охладитель,Масло,None,temperature_before,Температура масла до охладителя. Эксгаустер №6,analog,42
SM_Exgauster\[3:60],Охладитель,Масло,None,temperature_after,Температура масла после охладителя. Эксгаустер №6,analog,39.80000305175781
SM_Exgauster\[3:61],Газовый коллектор,None,None,underpressure_before,Разрежение перед эксгаустером №5,analog,658.2755126953125
SM_Exgauster\[3:62],Газовый коллектор,None,None,underpressure_before,Разрежение перед эксгаустером №6,analog,622.8298950195312
SM_Exgauster\[3.0],Работа эксгаустера,None,None,work,46 Работа эксгаустера №5,digital,1
SM_Exgauster\[3.1],Работа эксгаустера,None,None,work,62 Работа эксгаустера №6,digital,1
SM_Exgauster\[4:0],Маслосистема,None,None,oil_level,Уровень масла в маслосистеме эксгаустера №1,analog,79.17459869384766
SM_Exgauster\[4:1],Маслосистема,None,None,oil_pressure,Давление масла в маслосистеме эксгаустера №1,analog,2.114566564559937
SM_Exgauster\[4:3],Главный привод,None,None,stator_current,Ток статора эксгаустера №1,analog,187.2298889160156
SM_Exgauster\[4:7],Маслосистема,None,None,oil_level,Уровень масла в маслосистеме эксгаустера №2,analog,91.33721923828125
SM_Exgauster\[4:8],Маслосистема,None,None,oil_pressure,Давление масла в маслосистеме эксгаустера №2,analog,2.092043876647949
SM_Exgauster\[4:10],Главный привод,None,None,stator_current,Ток статора эксгаустера №2,analog,170.6007690429688
SM_Exgauster\[4.1],Положение задвижки,None,None,gas_valve_closed,ЗАКРЫТО задвижка газ эксгаустер №1,digital,0
SM_Exgauster\[4.2],Положение задвижки,None,None,gas_valve_open,ОТКРЫТО задвижка газ эксгаустер №1,digital,1
